   1,       5,      26,
   1,       6,      27,
   1,       8,      24,
   1,       8,      27,
   1,       9,      27,
   1,      10,      23,
   1,      10,      27,
   1,      11,      22,
   1,      11,      26,
   1,      12,      21,
   1,      13,      21,
   1,      13,      26,
   1,      14,      27,
   1,      15,      20,
   1,      15,      27,
   1,      17,      27,
   1,      18,      19,
   1,      18,      27,
   1,      19,      27,
   1,      21,      18,
   1,      21,      26,
   1,      22,      16,
   1,      22,      17,
   1,      22,      26,
   1,      23,      15,
   1,      23,      26,
   1,      24,      15,
   1,      24,      25,
   1,      25,      15,
   1,      25,      25,
   1,      26,      24,
   1,      27,      14,
   1,      27,      24,
   1,      28,      13,
   1,      28,      24,
   1,      28,      26,
   1,      29,      14,
   1,      29,      26,
   1,      30,      13,
   1,      30,      14,
   1,      30,      26,
   1,      31,      13,
   1,      31,      26,
   1,      32,      13,
   1,      32,      26,
   1,      33,      13,
   1,      33,      27,
   1,      35,      13,
   1,      35,      28,
   1,      36,      13,
   1,      36,      28,
   1,      37,      13,
   1,      37,      28,
   1,      38,      13,
   1,      38,      28,
   1,      39,      13,
   1,      39,      28,
   1,      41,      14,
   1,      42,      14,
   1,      42,      15,
   1,      42,      16,
   1,      43,      17,
   1,      43,      27,
   1,      44,      18,
   1,      45,      18,
   1,      45,      27,
   1,      46,      27,
   1,      47,      18,
   1,      48,      27,
   1,      49,      21,
   1,      49,      28,
   1,      50,      19,
   1,      50,      21,
   1,      50,      28,
   1,      51,      22,
   1,      51,      23,
   1,      51,      24,
   1,      51,      25,
   1,      52,      26,
   2,      30,      38,
   2,      30,      39,
   2,      30,      40,
   2,      31,      37,
   2,      31,      40,
   2,      31,      48,
   2,      31,      49,
   2,      31,      50,
   2,      31,      51,
   2,      32,      35,
   2,      32,      36,
   2,      32,      42,
   2,      32,      44,
   2,      32,      55,
   2,      33,      38,
   2,      33,      39,
   2,      33,      41,
   2,      33,      57,
   2,      34,      34,
   2,      34,      38,
   2,      34,      57,
   2,      35,      37,
   2,      35,      58,
   2,      36,      36,
   2,      36,      57,
   2,      36,      58,
   2,      37,      32,
   2,      37,      57,
   2,      38,      31,
   2,      39,      32,
   2,      39,      56,
   2,      40,      42,
   2,      40,      44,
   2,      40,      45,
   2,      40,      54,
   2,      40,      56,
   2,      41,      31,
   2,      41,      40,
   2,      41,      41,
   2,      41,      43,
   2,      41,      46,
   2,      41,      47,
   2,      42,      39,
   2,      42,      48,
   2,      42,      49,
   2,      42,      50,
   2,      42,      51,
   2,      42,      52,
   2,      43,      30,
   2,      43,      38,
   2,      44,      37,
   2,      45,      29,
   2,      45,      38,
   2,      47,      35,
   2,      47,      36,
   2,      49,      33,
   2,      49,      34,
   2,      51,      30,
   2,      51,      32,
   2,      52,      33,
   2,      55,      34,
   2,      55,      43,
   2,      55,      44,
   2,      56,      29,
   2,      56,      42,
   2,      56,      45,
   2,      57,      29,
   2,      57,      41,
   2,      57,      45,
   2,      58,      37,
   2,      58,      39,
   2,      58,      40,
   2,      58,      44,
   2,      59,      43,
   2,      60,      29,
   2,      60,      43,
   2,      61,      29,
   2,      61,      43,
   2,      62,      30,
   2,      62,      43,
   2,      62,      44,
   2,      63,      46,
   2,      64,      30,
   2,      65,      30,
   2,      65,      32,
   2,      66,      30,
   2,      66,      48,
   2,      67,      30,
   2,      68,      47,
   2,      69,      42,
   2,      69,      43,
   2,      69,      44,
   2,      69,      45,
   2,      69,      46,
   2,      70,      36,
   2,      70,      40,
   2,      70,      41,
   2,      71,      30,
   2,      71,      37,
   2,      71,      39,
   2,      72,      38,
   2,      73,      30,
   2,      73,      39,
   2,      74,      30,
   2,      75,      31,
   2,      75,      32,
   2,      75,      39,
   2,      76,      33,
   2,      76,      40,
   2,      77,      34,
   2,      78,      35,
   2,      78,      40,
   2,      79,      36,
   2,      79,      38,
   2,      80,      37,
   3,      61,      51,
   3,      61,      53,
   3,      62,      53,
   3,      63,      53,
   3,      64,      51,
   3,      64,      53,
   3,      65,      52,
   4,      57,      56,
   4,      57,      57,
   4,      58,      55,
   4,      58,      57,
   4,      59,      57,
   4,      62,      54,
   4,      62,      58,
   4,      63,      54,
   4,      63,      59,
   4,      64,      59,
   4,      65,      58,
   4,      66,      58,
   4,      67,      58,
   4,      68,      58,
   4,      69,      51,
   4,      70,      57,
   4,      71,      50,
   4,      71,      56,
   4,      72,      50,
   4,      73,      50,
   4,      74,      50,
   4,      75,      50,
   4,      75,      55,
   4,      75,      56,
   4,      77,      49,
   4,      77,      55,
   4,      78,      49,
   4,      78,      54,
   4,      78,      55,
   4,      79,      54,
   4,      81,      49,
   4,      81,      53,
   4,      83,      49,
   4,      84,      52,
   4,      85,      51,
